"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"1370","Jason Allison",366,111,250,361,36.2,705,15.2166666666667,1999,2006
"1371","Jason Arnott",1005,340,413,754,92.6,2649,13.1142857142857,1999,2012
"1372","Jason Blake",1018,261,344,606,60.6,3029,8.27142857142857,1999,2012
"1373","Jason Bonsignore",23,0,3,3,-0.1,12,0,1999,1999
"1374","Jason Botterill",283,39,57,98,7.5,450,8.04,1999,2004
"1375","Jason Chimera",1347,250,336,585,54.8,2549,9.4,2001,2018
"1376","Jason Dawe",202,43,52,94,9.2,398,10.5666666666667,1999,2002
"1377","Jason Demers",608,45,154,199,40.1,787,5.67,2010,2019
"1378","Jason Dickinson",198,19,30,50,4,216,7.6,2016,2019
"1379","Jason Doig",305,11,42,54,10.4,321,3.64,1999,2004
"1380","Jason Garrison",697,58,141,199,48,1081,5.40909090909091,2009,2019
"1381","Jason Holland",368,33,86,120,21.9,603,5.6,1999,2004
"1382","Jason Jaffray",232,20,46,66,3.3,284,6.275,2008,2012
"1383","Jason Jaspers",114,26,31,56,5.8,192,13,2002,2004
"1384","Jason King",211,88,126,207,24.9,650,13.6333333333333,2003,2008
"1385","Jason Krog",446,83,110,193,20.5,770,10.7285714285714,2000,2009
"1386","Jason MacDonald",81,28,33,60,7.3,195,16.1,2004,2004
"1387","Jason Marshall",393,12,41,53,11.6,349,2.8875,1999,2006
"1388","Jason Morgan",193,20,50,71,4.6,279,6.23333333333333,2004,2007
"1389","Jason Podollan",179,30,46,77,7.7,265,9.73333333333333,1999,2002
"1390","Jason Pominville",1141,334,475,809,90.9,3016,11.26,2004,2019
"1391","Jason Ryznar",55,6,7,13,0.8,69,8.2,2006,2006
"1392","Jason Smith",824,41,118,160,41,917,4.33636363636364,1999,2009
"1393","Jason Spezza",1166,364,619,983,110.6,2804,12.6294117647059,2003,2019
"1394","Jason Strudwick",759,28,85,112,17.6,413,5.29230769230769,1999,2011
"1395","Jason Ward",505,78,110,187,16.1,776,10.8111111111111,2000,2009
"1396","Jason Wiemer",564,66,98,164,9.6,793,8.3875,1999,2006
"1397","Jason Williams",642,122,175,296,28.3,1114,11.5083333333333,2001,2012
"1398","Jason Woolley",518,42,155,197,38,664,5.5375,1999,2006
"1399","Jason York",496,30,124,154,32.1,787,3.78571428571429,1999,2007
"1400","Jason Zent",53,8,13,21,2,79,10.3,1999,1999
"1401","Jason Zucker",501,131,127,258,30.2,1124,11.475,2012,2019
"1402","Jassen Cullimore",753,23,85,108,24.6,602,3.85,1999,2011
"1403","Jay Beagle",658,86,141,231,20.6,823,9.39090909090909,2009,2019
"1404","Jay Bouwmeester",1211,87,329,416,80.5,1952,3.98823529411765,2003,2019
"1405","Jay Harrison",557,42,97,138,26.6,694,5.32222222222222,2006,2015
"1406","Jay Henderson",155,15,24,40,3.3,188,7.86666666666667,1999,2001
"1407","Jay Leach",277,8,35,43,12.3,250,2.54,2006,2011
"1408","Jay McClement",906,90,154,244,10,1042,9.15833333333333,2006,2017
"1409","Jay McKee",736,21,82,103,32.3,558,3.64166666666667,1999,2010
"1410","Jay More",68,9,23,31,5.7,136,6.3,1999,1999
"1411","Jay Pandolfo",922,108,128,237,13.1,1156,8.64285714285714,1999,2013
"1412","Jay Rosehill",218,17,19,36,4.4,169,8.3,2010,2014
"1413","Jayce Hawryluk",42,7,5,12,1,35,20,2019,2019
"1414","Jaycob Megna",184,18,35,53,10,257,5.96666666666667,2017,2019
"1415","Jayson Megna",300,54,86,139,14.1,574,9.14,2014,2018
"1416","Jean-Francois Fortin",109,2,6,8,1.9,86,2.26666666666667,2002,2004
"1417","Jean-Francois Jacques",360,46,59,101,8,419,10.1857142857143,2006,2012
"1418","Jean-Francois Jomphe",49,11,12,23,2.6,68,17.6,1999,1999
"1419","Jean-Gabriel Pageau",432,81,117,197,17.5,806,9.44285714285714,2013,2019
"1420","Jean-Guy Trudel",125,12,15,27,2.1,131,7.86666666666667,2000,2003
"1421","Jean-Luc Grand-Pierre",387,25,55,81,14.8,464,4.46666666666667,1999,2004
"1422","Jean-Philippe Cote",143,6,20,26,4.7,132,3.95,2006,2014
"1423","Jean-Sebastien Dea",155,44,66,115,13.4,340,13.8,2017,2019
"1424","Jean-Yves Leroux",153,10,14,24,-0.4,143,7.13333333333333,1999,2001
"1425","Jed Ortmeyer",496,51,69,119,6.2,726,6.46666666666667,2004,2012
"1426","Jeff Beukeboom",45,0,9,9,1.6,8,0,1999,1999
"1427","Jeff Buchanan",65,3,10,13,3.3,57,4.8,1999,1999
"1428","Jeff Carter",980,365,340,705,89.5,3202,11.7214285714286,2006,2019
"1429","Jeff Cowan",517,52,48,100,4.9,532,9.3,2000,2008
"1430","Jeff Daniels",340,20,27,47,0.8,264,6.44,1999,2003
"1431","Jeff Daw",51,4,3,6,-0.2,42,8.9,2002,2002
"1432","Jeff Farkas",188,55,56,110,12.1,463,12,2001,2003
"1433","Jeff Finger",199,17,40,57,10.6,206,7.65,2007,2010
"1434","Jeff Finley",373,6,28,34,15.2,176,3.63333333333333,1999,2004
"1435","Jeff Friesen",684,141,204,346,34.2,1349,10.1111111111111,1999,2007
"1436","Jeff Giuliano",101,3,10,13,-0.8,62,4.7,2006,2008
"1437","Jeff Halpern",1054,172,250,422,34.1,1468,11.4933333333333,2000,2014
"1438","Jeff Hamilton",345,56,79,135,11.9,554,9.48,2004,2009
"1439","Jeff Heerema",89,13,13,25,2.1,109,8.95,2003,2004
"1440","Jeff Hoggan",284,40,49,90,7.1,495,6.92,2006,2010
"1441","Jeff Jillson",160,10,35,45,7.8,198,5.15,2002,2006
"1442","Jeff Lank",57,3,6,9,1.6,73,4.4,2000,2000
"1443","Jeff MacMillan",73,6,12,18,2.7,89,6.8,2004,2004
"1444","Jeff Nelson",80,6,16,22,0.9,104,5.5,1999,1999
"1445","Jeff Nielsen",218,16,22,38,0.7,289,5.36666666666667,1999,2001
"1446","Jeff Norton",208,6,54,60,11.5,152,3.7,1999,2002
"1447","Jeff O'Neill",692,231,233,464,51.6,1917,12.3888888888889,1999,2007
"1448","Jeff Odgers",339,15,20,35,-0.4,217,6.7,1999,2003
"1449","Jeff Paul",53,0,4,4,0.8,32,0,2003,2003
"1450","Jeff Penner",77,1,17,19,3.7,90,1.3,2010,2010
"1451","Jeff Petry",609,58,155,213,33.6,1060,5.07777777777778,2011,2019
"1452","Jeff Schultz",552,25,113,141,30.9,522,4.37777777777778,2007,2016
"1453","Jeff Serowik",26,0,6,6,0.6,26,0,1999,1999
"1454","Jeff Shantz",337,37,59,96,4.3,387,9.14,1999,2003
"1455","Jeff Shevalier",50,2,4,6,0,37,5.6,2000,2000
"1456","Jeff Skinner",661,244,198,442,53.7,2177,11.0555555555556,2011,2019
"1457","Jeff Taffe",522,70,111,180,14.7,768,8.11111111111111,2003,2012
"1458","Jeff Tambellini",242,27,36,63,3.9,347,7.65,2006,2011
"1459","Jeff Toms",284,40,62,103,10.1,443,8.12,1999,2003
"1460","Jeff Ulmer",21,3,0,3,-0.1,22,13.6,2001,2001
"1461","Jeff Ware",32,5,2,7,1.5,32,16.2,1999,1999
"1462","Jeff Woywitka",278,9,46,55,11.9,276,3.75714285714286,2006,2012
"1463","Jeff Zehr",65,19,26,44,3.9,156,12.9,2000,2000
"1464","Jere Karalahti",149,8,19,27,6.3,122,5.46666666666667,2000,2002
"1465","Jere Lehtinen",782,205,217,422,48,1782,10,1999,2010
"1466","Jeremy Colliton",289,52,54,107,11.1,530,10.82,2006,2011
"1467","Jeremy Lauzon",27,4,4,8,1.1,37,9.5,2019,2019
"1468","Jeremy Morin",194,34,32,66,6.7,365,8.94,2011,2015
"1469","Jeremy Reich",137,4,13,18,0.9,110,3.66666666666667,2004,2008
"1470","Jeremy Roenick",770,214,362,574,61.8,1588,13,1999,2009
"1471","Jeremy Stevenson",373,56,51,108,9.6,528,10.5,2000,2006
"1472","Jeremy Welsh",241,52,59,114,13.5,489,10.225,2012,2016
"1473","Jeremy Williams",390,91,101,192,20.3,845,10.52,2006,2011
"1474","Jeremy Yablonski",22,1,1,2,-0.3,12,7.6,2004,2004
"1475","Jerome Samson",98,14,14,29,2.9,119,6.76666666666667,2010,2012
"1476","Jerred Smithson",665,54,88,142,4.3,579,8.42727272727273,2003,2014
"1477","Jerry D'Amigo",52,5,7,12,1.1,46,9.9,2014,2015
"1478","Jesper Bratt",125,21,47,68,5.4,191,10.9,2018,2019
"1479","Jesper Fast",394,45,82,127,9.3,406,10.8333333333333,2014,2019
"1480","Jesperi Kotkaniemi",79,11,23,34,2.6,134,8.2,2019,2019
"1481","Jesse Belanger",72,5,5,10,0,53,8.3,2000,2001
"1482","Jesse Blacker",54,7,4,11,1.4,63,10.9,2015,2015
"1483","Jesse Boulerice",485,105,135,241,26.1,745,12.9142857142857,2002,2009
"1484","Jesse Fibiger",73,8,20,28,4.9,84,8.8,2003,2003
"1485","Jesse Joensuu",237,23,25,48,2.2,250,9.65,2009,2015
"1486","Jesse Puljujarvi",139,17,20,37,2.4,230,6.23333333333333,2017,2019
"1487","Jesse Schultz",28,1,1,2,-1,8,3.8,2007,2007
"1488","Jesse Wallin",218,15,30,46,8.8,273,2.825,2000,2003
"1489","Jesse Winchester",365,31,78,108,9.4,574,5,2008,2014
"1490","Jim Campbell",340,56,72,128,11.5,558,9.15,1999,2006
"1491","Jim Cummins",307,23,29,52,2.9,228,8.26,1999,2004
"1492","Jim Dowd",724,95,197,290,23.7,978,9.84,1999,2008
"1493","Jim Fahey",155,4,30,34,4.6,154,2.975,2003,2007
"1494","Jim McKenzie",391,19,27,46,0.4,208,9.31666666666667,1999,2004
"1495","Jim Montgomery",166,22,41,62,4.4,223,8.4,2001,2003
"1496","Jim O'Brien",199,37,44,79,7.8,290,11,2011,2018
"1497","Jim Slater",584,67,71,138,9.3,762,8.1,2006,2015
"1498","Jim Vandermeer",536,33,97,130,25.2,556,5.6,2003,2012
"1499","Jimmie Olvestad",111,3,14,17,0.1,129,1.5,2002,2003
"1500","Jimmy Hayes",365,60,56,116,11.1,559,10.6857142857143,2012,2018
"1501","Jimmy Schuldt",53,2,5,7,0.9,37,4.5,2019,2019
"1502","Jimmy Vesey",240,50,40,90,7.3,406,12.4333333333333,2017,2019
"1503","Jiri Bicek",170,17,23,40,3.2,215,6.525,2001,2004
"1504","Jiri Dopita",73,12,21,33,3.2,102,9.1,2002,2003
"1505","Jiri Fischer",433,40,74,117,22.6,683,4.87142857142857,2000,2006
"1506","Jiri Hudler",783,169,274,443,48.7,1174,13.3333333333333,2004,2017
"1507","Jiri Novotny",255,42,56,99,8,382,10.15,2006,2009
"1508","Jiri Sekac",108,10,19,29,1.9,134,6.3,2015,2016
"1509","Jiri Slegr",371,36,103,139,23,623,5.07142857142857,1999,2006
"1510","Jiri Tlusty",464,95,90,185,21,722,12.3555555555556,2008,2016
"1511","Joakim Andersson",223,21,28,49,2.3,248,9.6,2012,2016
"1512","Joakim Lindstrom",275,43,53,95,7.2,395,9.61666666666667,2006,2015
"1513","Joakim Nordstrom",409,42,58,100,6.2,549,6.85,2014,2019
"1514","Joakim Ryan",106,3,16,19,4.6,114,1.9,2018,2019
"1515","Jochen Hecht",994,229,347,585,59.3,2540,8.97333333333333,1999,2013
